               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 489,            0.018361,            0.021545,           0.0070557,             0.99604,                   1,               0.995,             0.88681,            0.012921,            0.011982,           0.0034245,           0.0003376,           0.0003376,           0.0003376
                 490,            0.021293,            0.025394,            0.005228,             0.99604,                   1,               0.995,             0.88681,            0.012921,            0.011982,           0.0034245,           0.0003178,           0.0003178,           0.0003178
                 491,             0.02594,            0.024899,           0.0097855,             0.99589,                   1,               0.995,             0.87528,            0.013574,            0.012162,           0.0034214,            0.000298,            0.000298,            0.000298
                 492,            0.018352,            0.026938,           0.0061674,             0.99589,                   1,               0.995,             0.87528,            0.013574,            0.012162,           0.0034214,           0.0002782,           0.0002782,           0.0002782
                 493,            0.019164,            0.023649,           0.0047968,             0.99589,                   1,               0.995,             0.87528,            0.013574,            0.012162,           0.0034214,           0.0002584,           0.0002584,           0.0002584
                 494,            0.024477,            0.026653,           0.0079662,             0.99589,                   1,               0.995,             0.87528,            0.013574,            0.012162,           0.0034214,           0.0002386,           0.0002386,           0.0002386
                 495,            0.018683,            0.019432,            0.004877,             0.99584,                   1,               0.995,             0.87745,             0.01339,            0.012094,           0.0034107,           0.0002188,           0.0002188,           0.0002188
                 496,            0.019153,            0.020432,           0.0080768,             0.99584,                   1,               0.995,             0.87745,             0.01339,            0.012094,           0.0034107,            0.000199,            0.000199,            0.000199
                 497,            0.024564,            0.026955,           0.0074979,             0.99584,                   1,               0.995,             0.87745,             0.01339,            0.012094,           0.0034107,           0.0001792,           0.0001792,           0.0001792
                 498,            0.023184,            0.022519,           0.0086634,             0.99584,                   1,               0.995,             0.87745,             0.01339,            0.012094,           0.0034107,           0.0001594,           0.0001594,           0.0001594
                 499,            0.019274,            0.023378,            0.007891,             0.99582,                   1,               0.995,             0.87555,            0.013524,            0.012116,           0.0033984,           0.0001396,           0.0001396,           0.0001396
